hemp	hmp	ሀምፕ
deficit	wħd	ዋሕዲ
dearth	wħd	ዋሕዲ
merger	wħtʼ	ዋሕጢ
business	wnn	ዋኒን
preoccupation	wnn	ዋኒን
biz	wnn	ዋኒን
enterprise	wnn	ዋኒን
agency	wnn	ዋኒን
goblet	wnt͡ʃʼ	ዋንጫ
mug	wnt͡ʃʼ	ዋንጫ
cup	wnt͡ʃʼ	ዋንጫ
council	wʕl	ዋዕላ
conference	wʕl	ዋዕላ
convention	wʕl	ዋዕላ
bitch	wʕr	ዋዕሮ
loudness	wʕt	ዋዕታ
vigil	wzm	ዋዜማ
eve	wzm	ዋዜማ
compound	whd	ውሁድ
ensemble	whd	ውህዶ
chord	whd	ውህዶ
son	wld	ውሉድ
progeny	wld	ውሉድ
scion	wld	ውሉድ
progeny	wld	ውላድ
daughter	wld	ውላድ
auto	wlq	ውልቀ
crumb	wħd	ውሑድ
little	wħd	ውሑድ
current	wħd͡ʒ	ውሑጅ
glutton	wħtʼ	ውሒጣ
professional	wħl	ውሓለ
pro	wħl	ውሓለ
race	wħd͡ʒ	ውሕጅ
classic	wrj	ውሩይ
star	wrj	ውሩይ
gala	wrj	ውራይ
conscription	wrs	ውርሲ
confiscation	wrs	ውርሳ
legacy	wrʃ	ውርሻ
heirloom	wrʃ	ውርሻ
heritage	wrʃ	ውርሻ
width	wrd	ውርዲ
snow	wrt͡ʃʼ	ውርጪ
finding	wsn	ውሳነ
decision	wsn	ውሳኔ
determination	wsn	ውሳኔ
deep	wʃtʼ	ውሹጥ
wedge	wʃl	ውሻል
ben	wʃtʼ	ውሻጠ
pantry	wʃtʼ	ውሻጠ
lover	wʃm	ውሽማ
depth	wʃtʼ	ውሽጢ
inside	wʃtʼ	ውሽጢ
tattoo	wqtʼ	ውቃ'ጦ
grace	wqb	ውቃበ
expression	wqb	ውቃበ
glory	wbt	ውበት
charm	wbt	ውበት
glamour	wbt	ውበት
property	wnn	ውነና
ownership	wnn	ውነና
offering	wkf	ውከፋ
input	wkf	ውከፋ
giggle	wkx	ውካኸ
elk	wʕl	ውዕላ
treaty	wʕl	ውዕል
compact	wʕl	ውዕል
pledge	wʕl	ውዕል
agreement	wʕl	ውዕል
deal	wʕl	ውዕል
bond	wʕl	ውዕል
pact	wʕl	ውዕል
contract	wʕl	ውዕል
engagement	wʕl	ውዕል
convention	wʕl	ውዕል
quandary	wʕl	ውዕል
fiasco	wdqʰ	ውዱቕ
object	wdʕ	ውዱዕ
conspiracy	wdt	ውዲት
ruse	wdt	ውዲት
plot	wdt	ውዲት
scheme	wdt	ውዲት
cabal	wdt	ውዲት
collusion	wdt	ውዲት
glory	wds	ውዳሰ
eulogy	wds	ውዳሰ
ode	wds	ውዳሰ
organization	wdb	ውድብ
equilibrium	wdn	ውድን
damnation	wɡz	ውገዛ
excommunication	wɡz	ውገዛ
exclusion	wɡd	ውገዳ
injection	wɡʔ	ውጋአ
attack	wɡʔ	ውግኣ
battle	wɡʔ	ውግእ
fight	wɡʔ	ውግእ
schedule	wtʼn	ውጥን
agenda	wtʼn	ውጥን
itinerary	wtʼn	ውጥን
scheme	wtʼn	ውጥን
proposal	wtʼn	ውጥን
plan	wtʼn	ውጥን
strategy	wtʼn	ውጥን
intent	wtʼn	ውጥን
project	wtʼn	ውጥን
squeal	wt͡ʃʼt͡ʃʼ	ውጫጨ
ill	wt͡sʼʕ	ውጹዕ
splinter	wt͡sʼl	ውጻል
militant	wfj	ውፉይ
lobby	wfr	ውፍራ
swoon	ʕlt	ዑለት
refugee	ʕqʰb	ዑቑብ
shelter	ʕqʰb	ዑቕባ
tour	ʕdt	ዑደት
race	ʕdt	ዑደት
revolution	ʕdt	ዑደት
circuit	ʕdt	ዑደት
orbit	ʕdt	ዑደት
cycle	ʕdt	ዑደት
corn	ʕfn	ዑፉን
maize	ʕfn	ዑፉን
butt	ʕlm	ዒላማ
target	ʕlm	ዒላማ
sitter	ʕlm	ዒላማ
kitten	ʕwl	ዒዋል
family	ʕwl	ዒዋል
breed	ʕlm	ዓለ'መ
earth	ʕlm	ዓለም
world	ʕlm	ዓለም
layman	ʕlm	ዓለም
globe	ʕlm	ዓለም
land	ʕlb	ዓለበ
rest	ʕlb	ዓለበ
sit	ʕlb	ዓለበ
tissue	ʕlb	ዓለባ
fabric	ʕlb	ዓለባ
web	ʕlb	ዓለባ
textile	ʕlb	ዓለባ
cloth	ʕlb	ዓለባ
rebel	ʕlw	ዓለወ
trainer	ʕlm	ዓላሚ
instructor	ʕlm	ዓላሚ
commentator	ʕlqʰ	ዓላቒ
rebel	ʕlw	ዓላዊ
heredity	ʕlt	ዓሌት
feud	ʕlt	ዓሌት
kind	ʕlt	ዓሌት
blindfold	ʕmt	ዓመተ
year	ʕmt	ዓመት
abuse	ʕmt͡sʼ	ዓመጸ
rape	ʕmt͡sʼ	ዓመጸ
encroachment	ʕmt͡sʼ	ዓመጽ
felony	ʕmt͡sʼ	ዓመጽ
aggression	ʕmt͡sʼ	ዓመጽ
violence	ʕmt͡sʼ	ዓመጽ
customer	ʕml	ዓሚል
client	ʕml	ዓሚል
deep	ʕmqʰʷ	ዓሚቚ
crook	ʕmt͡sʼ	ዓማጺ
column	ʕmd	ዓምዲ
bullet	ʕrr	ዓረር
lead	ʕrr	ዓረር
ball	ʕrr	ዓረር
shot	ʕrr	ዓረር
die	ʕrf	ዓረፈ
bed	ʕrt	ዓራት
peacemaker	ʕrj	ዓራዪ
moderator	ʕrj	ዓራዪ
arbitrator	ʕrj	ዓራዪ
friday	ʕrb	ዓርቢ
friend	ʕrk	ዓርኪ
partner	ʕrk	ዓርኪ
fellow	ʕrk	ዓርኪ
buddy	ʕrk	ዓርኪ
pal	ʕrk	ዓርኪ
company	ʕrk	ዓርኪ
juice	ʕsr	ዓሲር
pay	ʕsb	ዓስቢ
stipend	ʕsb	ዓስቢ
seal	ʕʃɡ	ዓሸገ
coop	ʕʃɡ	ዓሸገ
preserve	ʕqb	ዓቀበ
treasure	ʕqb	ዓቀበ
dose	ʕqn	ዓቀነ
gauge	ʕqn	ዓቀነ
preservative	ʕqb	ዓቃቢ
save	ʕqʰb	ዓቐበ
slope	ʕqʰb	ዓቐብ
dimension	ʕqʰn	ዓቐን
measure	ʕqʰn	ዓቐን
dosage	ʕqʰn	ዓቐን
size	ʕqʰn	ዓቐን
quantity	ʕqʰn	ዓቐን
dose	ʕqʰn	ዓቐን
equanimity	ʕqʰl	ዓቕሊ
sobriety	ʕqʰl	ዓቕሊ
capacity	ʕqʰm	ዓቕሚ
power	ʕqʰm	ዓቕሚ
ability	ʕqʰm	ዓቕሚ
capability	ʕqʰm	ዓቕሚ
strength	ʕqʰm	ዓቕሚ
scope	ʕqʰm	ዓቕሚ
hoard	ʕqʰr	ዓቖረ
save	ʕqʰʷr	ዓቘረ
stop	ʕbs	ዓበሰ
throttle	ʕbs	ዓበሰ
burke	ʕbs	ዓበሰ
scab	ʕbqʰ	ዓበቕ
mushroom	ʕbj	ዓበየ
dummy	ʕbs	ዓባስ
grandma	ʕbj	ዓባይ
granny	ʕbj	ዓባይ
chickpea	ʕtr	ዓተር
collapse	ʕnw	ዓነወ
column	ʕnd	ዓንዲ
peasant	ʕkʷj	ዓኳይ
farmer	ʕkʷj	ዓኳይ
phlegm	ʕxt	ዓኽታ
ochre	ʕxʷr	ዓዀር
swain	ʕxʷj	ዓዃይ
victory	ʕwt	ዓወት
battle	ʕwt	ዓወት
fortune	ʕwt	ዓወት
win	ʕwt	ዓወት
success	ʕwt	ዓወት
luck	ʕwt	ዓወት
triumph	ʕwt	ዓወት
achievement	ʕwt	ዓወት
muddle	ʕwn	ዓወነ
fool	ʕwn	ዓዋን
jackass	ʕwn	ዓዋን
loudness	ʕwt	ዓውታ
arena	ʕwd	ዓውዲ
scope	ʕwd	ዓውዲ
sphere	ʕwd	ዓውዲ
field	ʕwd	ዓውዲ
realm	ʕwd	ዓውዲ
eye	ʕjn	ዓይኒ
orb	ʕjn	ዓይኒ
fatherland	ʕdb	ዓደቦ
homeland	ʕdb	ዓደቦ
trespass	ʕdw	ዓደወ
buy	ʕdɡ	ዓደገ
miner	ʕdn	ዓዳኒ
debtor	ʕdj	ዓዳዪ
buyer	ʕdɡ	ዓዳጊ
convoy	ʕd͡ʒb	ዓጀበ
escort	ʕd͡ʒb	ዓጀበ
courtier	ʕd͡ʒb	ዓጃቢ
injury	ʕɡb	ዓገብ
stop	ʕɡt	ዓገተ
gulp	ʕɡt	ዓገተ
jam	ʕɡt	ዓገተ
tie	ʕɡt	ዓገተ
ban	ʕɡt	ዓገተ
tackle	ʕɡt	ዓገተ
check	ʕɡt	ዓገተ
barricade	ʕɡt	ዓገተ
wrinkle	ʕtʼr	ዓጠረ
seal	ʕt͡sʼw	ዓጸወ
fence	ʕt͡sʼw	ዓጸወ
latch	ʕt͡sʼw	ዓጸወ
padlock	ʕt͡sʼw	ዓጸወ
button	ʕt͡sʼw	ዓጸወ
scythe	ʕt͡sʼd	ዓጸደ
crease	ʕt͡sʼf	ዓጸፈ
flex	ʕt͡sʼf	ዓጸፈ
fold	ʕt͡sʼf	ዓጸፈ
bend	ʕt͡sʼf	ዓጸፈ
tough	ʕt͡sʼqʰ	ዓጺቕ
reaper	ʕt͡sʼd	ዓጻዲ
bone	ʕt͡sʼm	ዓጽሚ
knuckle	ʕt͡sʼq	ዓጽቂ
bubble	ʕfr	ዓፈረ
froth	ʕfr	ዓፈረ
foam	ʕfr	ዓፈረ
burke	ʕfn	ዓፈነ
bubble	ʕfr	ዓፍራ
froth	ʕfr	ዓፍራ
scum	ʕfr	ዓፍራ
foam	ʕfr	ዓፍራ
challenge	ʕmħ	ዔማሕ
day	ʕlt	ዕለት
date	ʕlt	ዕለት
tale	ʕll	ዕላል
gossip	ʕll	ዕላል
chat	ʕll	ዕላል
goal	ʕlm	ዕላማ
intention	ʕlm	ዕላማ
aim	ʕlm	ዕላማ
design	ʕlm	ዕላማ
mecca	ʕlm	ዕላማ
objective	ʕlm	ዕላማ
target	ʕlm	ዕላማ
banner	ʕlm	ዕላማ
view	ʕlm	ዕላማ
purpose	ʕlm	ዕላማ
intent	ʕlm	ዕላማ
agenda	ʕlm	ዕላማ
tuition	ʕlm	ዕላማ
grass	ʕlm	ዕላም
coup	ʕlw	ዕልዋ
cluster	ʕmr	ዕሙር
pursuit	ʕmm	ዕማም
assignment	ʕmm	ዕማም
labor	ʕmm	ዕማም
job	ʕmm	ዕማም
function	ʕmm	ዕማም
role	ʕmm	ዕማም
business	ʕmm	ዕማም
enterprise	ʕmm	ዕማም
task	ʕmm	ዕማም
affair	ʕmm	ዕማም
duration	ʕmr	ዕምሪ
fist	ʕmk	ዕምኮ
punch	ʕmk	ዕምኮ
fist	ʕmkʷ	ዕምኰ
thread	ʕrd	ዕራድ
arbitration	ʕrq	ዕርቂ
bulwark	ʕrd	ዕርዲ
fort	ʕrd	ዕርዲ
bastion	ʕrd	ዕርዲ
stronghold	ʕrd	ዕርዲ
mercenary	ʕsb	ዕሱብ
army	ʕsl	ዕስለ
cluster	ʕsl	ዕስለ
bevy	ʕsl	ዕስለ
colony	ʕsl	ዕስለ
horde	ʕsl	ዕስለ
gang	ʕsl	ዕስለ
infant	ʕʃl	ዕሸል
quantity	ʕqn	ዕቀና
preservation	ʕqb	ዕቁብ
preservation	ʕqb	ዕቃበ
conservation	ʕqb	ዕቃበ
maintenance	ʕqb	ዕቃበ
dimension	ʕqn	ዕቅን
pool	ʕqʷr	ዕቋር
hoard	ʕqʰr	ዕቑር
favourite	ʕqʰb	ዕቑብ
bastion	ʕqʰʷb	ዕቝባ
snob	ʕbj	ዕቡይ
lunatic	ʕbd	ዕቡድ
maniac	ʕbd	ዕቡድ
growth	ʕbt	ዕቤት
magnitude	ʕbt	ዕቤት
grave	ʕtb	ዕቱብ
tuft	ʕtr	ዕታሮ
urn	ʕtr	ዕትሮ
pot	ʕtr	ዕትሮ
static	ʕnd	ዕኑድ
bead	ʕnq	ዕንቆ
bead	ʕnqʷ	ዕንቊ
stone	ʕnqʷ	ዕንቊ
pearl	ʕnqʷ	ዕንቍ
demolition	ʕnw	ዕንዋ
chick	ʕnd	ዕንዱ
wasp	ʕkt	ዕኮት
blind	ʕwr	ዕዉር
winner	ʕwt	ዕዉት
victor	ʕwt	ዕውት
probation	ʕzb	ዕዘባ
august	ʕzz	ዕዙዝ
affluence	ʕzz	ዕዛዘ
exuberance	ʕzz	ዕዛዘ
lamb	ʕjt	ዕየት
stagnation	ʕjɡ	ዕያገ
puddle	ʕjɡ	ዕያግ
pond	ʕjɡ	ዕያግ
distribution	ʕdl	ዕደላ
bombast	ʕdxʷ	ዕደዃ
guest	ʕdm	ዕዲም
market	ʕdɡ	ዕዳጋ
chance	ʕdl	ዕድል
scope	ʕdl	ዕድል
luck	ʕdl	ዕድል
price	ʕdl	ዕድል
room	ʕdl	ዕድል
opportunity	ʕdl	ዕድል
probability	ʕdl	ዕድል
age	ʕdm	ዕድመ
standing	ʕdm	ዕድመ
duration	ʕdm	ዕድመ
convoy	ʕd͡ʒb	ዕጀባ
content	ʕɡb	ዕጉብ
prevention	ʕɡt	ዕግታ
blockade	ʕɡt	ዕግታ
obstruction	ʕɡt	ዕግታ
crease	ʕtʼr	ዕጣር
seam	ʕtʼr	ዕጣር
wrinkle	ʕtʼr	ዕጣሮ
truss	ʕtʼqʰ	ዕጣቕ
frankincense	ʕtʼn	ዕጣን
weapon	ʕtʼq	ዕጥቂ
crease	ʕt͡sʼf	ዕጻፍ
tuck	ʕt͡sʼf	ዕጻፍ
fold	ʕt͡sʼf	ዕጻፍ
wrinkle	ʕt͡sʼf	ዕጻፍ
closure	ʕt͡sʼw	ዕጽዋ
double	ʕt͡sʼf	ዕጽፊ
maize	ʕfn	ዕፉን
jump	zll	ዘለለ
bunch	zll	ዘለላ
slang	zlf	ዘለፈ
attack	zlf	ዘለፈ
affront	zlf	ዘለፈ
affront	zlf	ዘለፋ
despot	zlm	ዘላሚ
ease	zħl	ዘሓለ
lag	zħtʼ	ዘሓጠ
carol	zmr	ዘመረ
harry	zmt	ዘመተ
crusade	zmt	ዘመተ
campaign	zmt	ዘመተ
age	zmn	ዘመን
century	zmn	ዘመን
era	zmn	ዘመን
period	zmn	ዘመን
relative	zmd	ዘመድ
relation	zmd	ዘመድ
talk	zrb	ዘረባ
conversation	zrb	ዘረባ
language	zrb	ዘረባ
speech	zrb	ዘረባ
puddle	zrɡ	ዘረገ
muddle	zrɡ	ዘረገ
mess	zrɡ	ዘረገ
kidnap	zrf	ዘረፈ
loot	zrf	ዘረፋ
prodigal	zrw	ዘራዊ
giraffe	zrf	ዘራፍ
section	zrf	ዘራፍ
seed	zrʔ	ዘርአ
blood	zrʔ	ዘርኢ
birth	zrʔ	ዘርኢ
seed	zrʔ	ዘርኢ
extraction	zrʔ	ዘርኢ
progeny	zrʔ	ዘርኢ
broadcast	zrʔ	ዘርኤ
slant	zbl	ዘበለ
land	zbtʼ	ዘበጠ
club	zbtʼ	ዘበጠ
slug	zbtʼ	ዘበጠ
currant	zbb	ዘቢብ
talk	ztj	ዘተየ
rain	znb	ዘነበ
axis	znɡ	ዘንጊ
shank	znɡ	ዘንጊ
shaft	znɡ	ዘንጊ
recall	zkr	ዘከረ
visit	zwr	ዘወረ
crank	zwr	ዘወረ
tourist	zwr	ዘዋሪ
driver	zwr	ዘዋሪ
circular	zwr	ዘዋሪ
diffusion	zwħ	ዘውሒ
tiara	zwd	ዘውዲ
tilt	zzw	ዘዘወ
absentee	zjl	ዘየሎ
oil	zjt	ዘየተ
oil	zjt	ዘይቲ
requirement	zdl	ዘድሊ
sediment	zft	ዘፍታ
rpm	zʔd	ዙ.ኣ.ደ
rotation	zrt	ዙረት
picnic	zrt	ዙረት
tour	zrt	ዙረት
circulation	zrt	ዙረት
hike	zrt	ዙረት
jaunt	zrt	ዙረት
walk	zrt	ዙረት
tourism	zrt	ዙረት
cycle	zrt	ዙረት
circuit	zrj	ዙርያ
circle	zrj	ዙርያ
zucchini	zkn	ዙኪኒ
ideal	zqd	ዚቃዶ
forerunner	znj	ዚንያ
bone	zhr	ዛህር
abstinence	zhd	ዛህዲ
cold	zħl	ዛሕሊ
yard	zrb	ዛሬባ
atrium	zrb	ዛሬባ
sprite	zrt	ዛርቲ
shaft	zbj	ዛብያ
story	znt	ዛንታ
account	znt	ዛንታ
agenda	zʕb	ዛዕባ
leakage	zʕɡ	ዛዕጊ
bind	zzm	ዛዘመ
list	zzw	ዛዘወ
outreach	zjd	ዛየደ
pheasant	zɡr	ዛግራ
cool	zhm	ዝሁም
slack	zlqʰ	ዝሉቕ
cold	zħl	ዝሑል
cool	zħl	ዝሑል
better	zħʃ	ዝሓሸ
adultery	zmt	ዝሙት
loot	zmt	ዝምታ
piracy	zmt	ዝምታ
pervert	zrɡ	ዝሩግ
rake	zrɡ	ዝሩግ
dissemination	zrw	ዝርዋ
surface	zbn	ዝባን
back	zbn	ዝባን
era	zbn	ዝባን...
hyena	zbʔ	ዝብኢ
rain	znb	ዝናብ
rainfall	znb	ዝናብ
present	zkr	ዝኩር
commemoration	zkr	ዝክር
memorial	zxr	ዝኽሪ
memory	zxr	ዝኽሪ
tribute	zxr	ዝኽሪ
giraffe	zʕt	ዝዖታ
margin	zjd	ዝያዳ
excess	zjd	ዝያዳ
over	zjd	ዝያዳ
surplus	zjd	ዝያዳ
superior	zjd	ዝያዳ
residue	zɡt	ዝግታ
spiced	zɡn	ዝግኒ
vernacular	zbw	ዞባዊ
educator	jnt	የኔታ
pigeon	jwh	የዋህ
angel	jwh	የዋህ
yawl	jwl	ያውል
communication	jjm	ይይም
discussion	jjm	ይይም
jonah	jns	ዮናስ
tone	dhj	ደሃይ
voice	dhj	ደሃይ
gain	dlb	ደለበ
ferret	dlj	ደለየ
fish	dlj	ደለየ
want	dlj	ደለየ
wish	dlj	ደለየ
will	dlj	ደለየ
quest	dlj	ደለየ
hunt	dlj	ደለየ
like	dlj	ደለየ
search	dlj	ደለየ
residuum	dll	ደላሊ
aspirant	dlj	ደላዪ
delta	dlt	ደልታ
lag	dħr	ደሓረ
aggregate	dmr	ደመረ
total	dmr	ደመረ
belle	dmt	ደመት
magnetism	dmt	ደመት
beauty	dmt	ደመት
corral	dmb	ደምበ
pay	dmz	ደሞዝ
salary	dmz	ደሞዝ
stipend	dmz	ደሞዝ
graduate	drd͡ʒ	ደረ'ጀ
quilt	drb	ደረበ
limit	drt	ደረተ
qualification	drt	ደረት
limitation	drt	ደረት
chest	drt	ደረት
demarcation	drt	ደረት
edge	drt	ደረት
threshold	drt	ደረት
stint	drt	ደረት
breast	drt	ደረት
border	drt	ደረት
boundary	drt	ደረት
force	drx	ደረኸ
dab	drz	ደረዘ
extent	drd͡ʒ	ደረጃ
step	drd͡ʒ	ደረጃ
grade	drd͡ʒ	ደረጃ
standing	drd͡ʒ	ደረጃ
status	drd͡ʒ	ደረጃ
state	drd͡ʒ	ደረጃ
hierarchy	drd͡ʒ	ደረጃ
phase	drd͡ʒ	ደረጃ
rating	drd͡ʒ	ደረጃ
rank	drd͡ʒ	ደረጃ
stage	drd͡ʒ	ደረጃ
rate	drd͡ʒ	ደረጃ
norm	drd͡ʒ	ደረጃ
degree	drd͡ʒ	ደረጃ
laureate	drs	ደራሲ
writer	drs	ደራሲ
author	drs	ደራሲ
factor	drx	ደራኺ
massage	drz	ደራዚ
singer	drf	ደራፊ
poultry	drh	ደርሆ
chicken	drh	ደርሆ
farm	drh	ደርሆ
class	drb	ደርቢ
estate	drb	ደርቢ
stratum	drb	ደርቢ
dirk	drk	ደርክ
thump	drʕ	ደርዐ
uniform	drɡ	ደርጊ
song	drf	ደርፊ
cloud	drn	ደሮና
thump	dsqʰ	ደሰቓ
island	dst	ደሴት
isle	dst	ደሴት
exhilaration	dst	ደስታ
happiness	dst	ደስታ
satisfaction	dst	ደስታ
complacency	dst	ደስታ
comfort	dst	ደስታ
elation	dst	ደስታ
joy	dst	ደስታ
sleep	dqs	ደቀሰ
atom	dqq	ደቂቅ
micro	dqqʰ	ደቂቕ
sleeper	dqs	ደቃሲ
minute	dqʰqʰ	ደቒቕ
squash	dqʰʷs	ደቘሰ
stamp	dqʰʷs	ደቘሰ
despot	dqʰʷs	ደቛሲ
condolence	dbs	ደበሰ
console	dbs	ደበሰ
condolence	dbs	ደበስ
cloud	dbn	ደበና
south	dbb	ደቡብ
havoc	dbb	ደቡብ
matt	dbn	ደባን
oasis	dbr	ደብሪ
ranch	dnb	ደንበ
compost	dkʷʕ	ደኰዐ
strain	dxm	ደኸመ
lease	dxj	ደኸየ
chime	dwl	ደወለ
dial	dwl	ደወለ
phone	dwl	ደወለ
call	dwl	ደወለ
stroke	dwl	ደወል
bell	dwl	ደወል
chime	dwl	ደወል
ferret	dwr	ደወረ
hunt	dwr	ደወረ
bell	dwl	ደውል
rise	djb	ደየበ
climb	djb	ደየበ
rear	dd͡ʒn	ደጀን
review	dɡm	ደገመ
repeat	dɡm	ደገመ
aid	dɡf	ደገፈ
prop	dɡf	ደገፈ
advocate	dɡf	ደገፈ
champion	dɡf	ደገፈ
assist	dɡf	ደገፈ
hurrah	dɡf	ደገፍ
assistance	dɡf	ደገፍ
reinforcement	dɡf	ደገፍ
solidarity	dɡf	ደገፍ
vomit	dɡħ	ደጉሐ
dazzle	dɡħ	ደጉሐ
dirge	dɡʕ	ደጉዐ
adherent	dɡf	ደጋፊ
supporter	dɡf	ደጋፊ
fan	dɡf	ደጋፊ
assistant	dɡf	ደጋፊ
advocate	dɡf	ደጋፊ
fun	dɡf	ደጋፊ
follower	dɡf	ደጋፊ
pro	dɡf	ደጋፊ
partisan	dɡf	ደጋፊ
relapse	dɡs	ደግሲ
highland	dɡʕ	ደግዓ
dare	dfr	ደፈረ
venture	dfr	ደፈረ
default	dfn	ደፈነ
propeller	dfʔ	ደፋኢ
press	dfʔ	ደፍአ
push	dfʔ	ደፍአ
shoulder	dfʔ	ደፍአ
hustle	dfʔ	ደፍአ
shove	dfʔ	ደፍአ
domino	dmn	ዱምና
thud	dbt	ዱብታ
thunderbolt	dbl	ዱቦላ
thud	dt͡ʃʼt	ዱጭታ
disc	dsk	ዲስኮ
disk	dsk	ዲስኮ
disco	dsk	ዲስኮ
generator	dnm	ዲናሞ
dynamo	dnm	ዲናሞ
twang	dwt	ዲውታ
diesel	dzl	ዲዘል
degree	dɡr	ዲግሪ
bonfire	dmr	ዳሜራ
stratum	drb	ዳርባ
pole	dqʰj	ዳቕያ
judge	dnj	ዳነየ
referee	dnj	ዳነየ
umpire	dnj	ዳነየ
dolt	dnd	ዳንደ
dunce	dnd	ዳንደ
shank	dnɡ	ዳንጋ
sycamore	dʕr	ዳዕሮ
tribunal	djn	ዳያኑ
dime	djm	ዳይም
prop	dɡf	ዳጌፋ
replica	dɡm	ዳግም
dogma	dɡm	ዳግም
coop	dɡn	ዳጎነ
cage	dɡn	ዳጎነ
corral	dɡn	ዳጎነ
red	dsw	ዴሳዊ
storage	dlb	ድለባ
wish	dlt	ድሌት
will	dlt	ድሌት
desire	dlt	ድሌት
aspiration	dlt	ድሌት
love	dlt	ድሌት
need	dlt	ድሌት
search	dlj	ድልያ
post	dħr	ድሕሪ
totality	dmr	ድምር
addition	dmr	ድምር
total	dmr	ድምር
sum	dmr	ድምር
amount	dmr	ድምር
blare	dmt͡sʼ	ድምጺ
voice	dmt͡sʼ	ድምጺ
sound	dmt͡sʼ	ድምጺ
stark	drqʰ	ድሩቕ
pageant	drm	ድራማ
drama	drm	ድራማ
dinner	drr	ድራር
constraint	drx	ድራኸ
dab	drz	ድራዞ
drug	drɡ	ድራግ
drought	drq	ድርቂ
dryness	drq	ድርቂ
fodder	drqʷ	ድርቋ
drought	drqʷ	ድርቋ
hay	drqʷ	ድርቋ
double	drb	ድርብ
bi	drb	ድርብ
impetus	drk	ድርኪ
influence	drk	ድርኪ
mail	drʕ	ድርዒ
armature	drʕ	ድርዒ
shell	drʕ	ድርዒ
gay	dst	ድሱት
saucepan	dst	ድስቲ
pot	dst	ድስቲ
mongrel	dql	ድቃ'ል
replica	dql	ድቃል
copy	dql	ድቃል
rest	dqs	ድቃስ
sleep	dqs	ድቃስ
hybrid	dqʰl	ድቓላ
bastard	dqʰl	ድቓላ
sediment	dbt	ድበት
string	dbr	ድባራ
cord	dbr	ድባራ
fog	dbn	ድባነ
paralysis	dnʃ	ድንሽ
murphy	dnʃ	ድንሽ
potato	dnʃ	ድንሽ
prodigy	dnq	ድንቂ
capital	dnq	ድንቂ
dwarf	dnk	ድንኪ
cog	dkl	ድካለ
tent	dkʷn	ድኳን
store	dkʷn	ድኳን
shop	dkʷn	ድኳን
grocery	dkʷn	ድኳን
compost	dxʕ	ድኹዒ
fertilizer	dxʕ	ድኹዒ
muck	dxʕ	ድኹዒ
pain	dxm	ድኻም
impotence	dxm	ድኻም
incapacity	dxm	ድኻም
disability	dxm	ድኻም
duet	dwt	ድወት
batter	dws	ድዋስ
leper	dwj	ድውይ
ram	dʕl	ድዑል
ascendancy	djb	ድያበ
iteration	dɡm	ድግማ
repeat	dɡm	ድግማ
blind	dfn	ድፉን
hedgehog	dfʕ	ድፋዕ
stronghold	dfʕ	ድፋዕ
dollar	dlr	ዶላር
pastry	dlʃ	ዶልሺ
cake	dlʃ	ዶልሺ
dust	drn	ዶሮና
boat	d͡ʒlb	ጀለበ
cox	d͡ʒlb	ጀለበ
pull	d͡ʒlb	ጀለበ
domain	d͡ʒltʼ	ጀለጠ
cox	d͡ʒlb	ጀላቢ
attempt	d͡ʒmr	ጀመረ
launch	d͡ʒmr	ጀመረ
start	d͡ʒmr	ጀመረ
go	d͡ʒmr	ጀመረ
novice	d͡ʒmr	ጀማሪ
beginner	d͡ʒmr	ጀማሪ
scan	d͡ʒrb	ጀረበ
chicken	d͡ʒrqʰʷ	ጀራቝ
funk	d͡ʒrqʰʷ	ጀራቝ
yellow	d͡ʒrqʰʷ	ጀራቝ
stab	d͡ʒqʰt	ጀቐተ
cheese	d͡ʒbn	ጀብና
bandage	d͡ʒnn	ጀነነ
bind	d͡ʒnn	ጀነነ
incident	d͡ʒdj	ጀደይ
hero	d͡ʒɡn	ጀግና
heroic	d͡ʒɡn	ጀግና
hilt	d͡ʒjm	ጂየም
gypsy	d͡ʒps	ጂፕሲ
pretension	d͡ʒhr	ጃህራ
lighter	d͡ʒlb	ጃልባ
boat	d͡ʒlb	ጃልባ
cutter	d͡ʒlb	ጃልባ
junk	d͡ʒlb	ጃልባ
clout	d͡ʒnd	ጃንዳ
timber	d͡ʒnd	ጃንዳ
coat	d͡ʒkt	ጃኬት
tunic	d͡ʒkt	ጃኬት
jacket	d͡ʒkt	ጃኬት
jaguar	d͡ʒɡʷr	ጃጓር
row	d͡ʒlb	ጅላበ
tendon	d͡ʒmt	ጅማት
sentence	d͡ʒml	ጅምላ
canvas	d͡ʒrb	ጅርባ
cheese	d͡ʒbn	ጅብና
flurry	d͡ʒwt	ጅውታ
hero	d͡ʒɡn	ጅግና
craven	d͡ʒrqʰ	ጆራቕ
joker	d͡ʒkr	ጆከር
stampede	ɡlb	ገለበ
phrase	ɡlt͡sʼ	ገለጸ
express	ɡlt͡sʼ	ገለጸ
annunciation	ɡlt͡sʼ	ገለጻ
predicate	ɡlt͡sʼ	ገላጺ
exponent	ɡlt͡sʼ	ገላጺ
beam	ɡml	ገመል
timber	ɡml	ገመል
camel	ɡml	ገመል
half	ɡms	ገመሰ
think	ɡmt	ገመተ
account	ɡmt	ገመተ
estimate	ɡmt	ገመተ
feel	ɡmt	ገመተ
say	ɡmt	ገመተ
regard	ɡmt	ገመተ
guess	ɡmt	ገመተ
value	ɡmt	ገመተ
